År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Antal expedieringar;Expedieringar/1000 invånare;Befolkning
2020;N06BA12 Lisdexamfetamin;Jönköpings län;Män;0­19;327;7,23;1620;35,84;45205
2020;N06BA12 Lisdexamfetamin;Jönköpings län;Kvinnor;0­19;116;2,72;540;12,68;42581
2020;N06BA12 Lisdexamfetamin;Jönköpings län;Båda könen;0­19;443;5,05;2160;24,61;87786
2020;N06BA12 Lisdexamfetamin;Kronobergs län;Män;0­19;134;5,35;749;29,91;25040
2020;N06BA12 Lisdexamfetamin;Kronobergs län;Kvinnor;0­19;58;2,49;307;13,20;23261
2020;N06BA12 Lisdexamfetamin;Kronobergs län;Båda könen;0­19;192;3,98;1056;21,86;48301
2020;N06BA12 Lisdexamfetamin;Kalmar län;Män;0­19;237;8,51;1246;44,73;27853
2020;N06BA12 Lisdexamfetamin;Kalmar län;Kvinnor;0­19;101;3,88;472;18,13;26038
2020;N06BA12 Lisdexamfetamin;Kalmar län;Båda könen;0­19;338;6,27;1718;31,88;53891
2020;N06BA12 Lisdexamfetamin;Gotlands län;Män;0­19;94;14,66;442;68,95;6410
2020;N06BA12 Lisdexamfetamin;Gotlands län;Kvinnor;0­19;73;12,31;370;62,42;5928
2020;N06BA12 Lisdexamfetamin;Gotlands län;Båda könen;0­19;167;13,54;812;65,81;12338
2020;N06BA12 Lisdexamfetamin;Blekinge län;Män;0­19;266;14,23;1273;68,09;18696
2020;N06BA12 Lisdexamfetamin;Blekinge län;Kvinnor;0­19;169;9,73;773;44,53;17361
2020;N06BA12 Lisdexamfetamin;Blekinge län;Båda könen;0­19;435;12,06;2046;56,74;36057
2020;N06BA12 Lisdexamfetamin;Skåne län;Män;0­19;1520;9,03;7214;42,83;168420
2020;N06BA12 Lisdexamfetamin;Skåne län;Kvinnor;0­19;912;5,76;4131;26,08;158409
2020;N06BA12 Lisdexamfetamin;Skåne län;Båda könen;0­19;2432;7,44;11345;34,71;326829
2020;N06BA12 Lisdexamfetamin;Hallands län;Män;0­19;637;15,38;3118;75,26;41430
2020;N06BA12 Lisdexamfetamin;Hallands län;Kvinnor;0­19;409;10,60;1938;50,24;38577
2020;N06BA12 Lisdexamfetamin;Hallands län;Båda könen;0­19;1046;13,07;5056;63,19;80007
2020;N06BA12 Lisdexamfetamin;Västra Götalands län;Män;0­19;1917;9,32;10108;49,17;205580
2020;N06BA12 Lisdexamfetamin;Västra Götalands län;Kvinnor;0­19;1032;5,36;5214;27,07;192643
2020;N06BA12 Lisdexamfetamin;Västra Götalands län;Båda könen;0­19;2949;7,41;15322;38,48;398223
2020;N06BA12 Lisdexamfetamin;Värmlands län;Män;0­19;373;11,82;1923;60,94;31558
2020;N06BA12 Lisdexamfetamin;Värmlands län;Kvinnor;0­19;220;7,48;1064;36,17;29413
2020;N06BA12 Lisdexamfetamin;Värmlands län;Båda könen;0­19;593;9,73;2987;48,99;60971
2020;N06BA12 Lisdexamfetamin;Örebro län;Män;0­19;364;10,00;2104;57,79;36406
2020;N06BA12 Lisdexamfetamin;Örebro län;Kvinnor;0­19;205;5,96;1151;33,48;34377
2020;N06BA12 Lisdexamfetamin;Örebro län;Båda könen;0­19;569;8,04;3255;45,99;70783
2020;N06BA12 Lisdexamfetamin;Västmanlands län;Män;0­19;416;12,56;1914;57,80;33117
2020;N06BA12 Lisdexamfetamin;Västmanlands län;Kvinnor;0­19;228;7,38;984;31,84;30907
2020;N06BA12 Lisdexamfetamin;Västmanlands län;Båda könen;0­19;644;10,06;2898;45,26;64024
2020;N06BA12 Lisdexamfetamin;Dalarnas län;Män;0­19;450;13,54;2363;71,07;33247
2020;N06BA12 Lisdexamfetamin;Dalarnas län;Kvinnor;0­19;278;8,84;1370;43,55;31457
2020;N06BA12 Lisdexamfetamin;Dalarnas län;Båda könen;0­19;728;11,25;3733;57,69;64704
2020;N06BA12 Lisdexamfetamin;Gävleborgs län;Män;0­19;544;16,52;2968;90,13;32929
2020;N06BA12 Lisdexamfetamin;Gävleborgs län;Kvinnor;0­19;302;9,76;1687;54,51;30951
2020;N06BA12 Lisdexamfetamin;Gävleborgs län;Båda könen;0­19;846;13,24;4655;72,87;63880
2020;N06BA12 Lisdexamfetamin;Västernorrlands län;Män;0­19;291;10,34;1367;48,59;28134
2020;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;154;5,79;698;26,27;26575
2020;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;445;8,13;2065;37,75;54709
2020;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;193;12,84;938;62,43;15026
2020;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;113;8,01;487;34,53;14105
2020;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;306;10,50;1425;48,92;29131
2020;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;389;12,50;2028;65,15;31128
2020;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;224;7,66;1061;36,27;29251
2020;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;613;10,15;3089;51,16;60379
2020;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;364;13,53;1904;70,75;26910
2020;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;221;8,82;1122;44,78;25057
2020;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;585;11,26;3026;58,23;51967
2019;C02AC02 Guanfacin;Riket;Män;0­19;4721;3,84;28380;23,07;1230017
2019;C02AC02 Guanfacin;Riket;Kvinnor;0­19;1767;1,54;9199;8,00;1149225
2019;C02AC02 Guanfacin;Riket;Båda könen;0­19;6488;2,73;37579;15,79;2379242
2019;C02AC02 Guanfacin;Stockholms län;Män;0­19;1125;3,87;6781;23,30;291032
2019;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;422;1,55;2165;7,94;272769
2019;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;1547;2,74;8946;15,87;563801
2019;C02AC02 Guanfacin;Uppsala län;Män;0­19;258;5,69;1456;32,14;45303
2019;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;82;1,93;424;9,99;42457
2019;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;340;3,87;1880;21,42;87760
2019;C02AC02 Guanfacin;Södermanlands län;Män;0­19;146;3,97;811;22,06;36764
2019;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;56;1,64;288;8,44;34116
2019;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;202;2,85;1099;15,51;70880
2019;C02AC02 Guanfacin;Östergötlands län;Män;0­19;175;3,18;1077;19,59;54969
2019;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;51;1,00;237;4,63;51203
2019;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;226;2,13;1314;12,38;106172
2019;C02AC02 Guanfacin;Jönköpings län;Män;0­19;87;1,94;514;11,44;44949
2019;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;27;0,64;111;2,64;42063
2019;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;114;1,31;625;7,18;87012
2019;C02AC02 Guanfacin;Kronobergs län;Män;0­19;62;2,50;400;16,16;24754
2019;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;22;0,95;120;5,20;23083
2019;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;84;1,76;520;10,87;47837
2019;C02AC02 Guanfacin;Kalmar län;Män;0­19;84;3,02;506;18,17;27847
2019;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;26;1,00;110;4,25;25895
2019;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;110;2,05;616;11,46;53742
2019;C02AC02 Guanfacin;Gotlands län;Män;0­19;47;7,36;175;27,40;6387
2019;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;12;2,03;61;10,34;5898
2019;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;59;4,80;236;19,21;12285
2019;C02AC02 Guanfacin;Blekinge län;Män;0­19;137;7,30;728;38,78;18771
2019;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;60;3,48;298;17,27;17257
2019;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;197;5,47;1026;28,48;36028
2019;C02AC02 Guanfacin;Skåne län;Män;0­19;454;2,73;2430;14,59;166498
2019;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;186;1,19;892;5,73;155691
2019;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;640;1,99;3322;10,31;322189
2019;C02AC02 Guanfacin;Hallands län;Män;0­19;390;9,56;2243;55,01;40776
2019;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;156;4,11;762;20,07;37969
2019;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;546;6,93;3005;38,16;78745
2019;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;816;4,00;4964;24,34;203985
2019;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;318;1,67;1727;9,06;190645
2019;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;1134;2,87;6691;16,96;394630
2019;C02AC02 Guanfacin;Värmlands län;Män;0­19;85;2,71;515;16,40;31396
2019;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;24;0,82;96;3,27;29377
2019;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;109;1,79;611;10,05;60773
2019;C02AC02 Guanfacin;Örebro län;Män;0­19;107;2,96;761;21,05;36160
2019;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;35;1,03;214;6,30;33942
2019;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;142;2,03;975;13,91;70102
2019;C02AC02 Guanfacin;Västmanlands län;Män;0­19;149;4,51;928;28,09;33031
2019;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;49;1,60;266;8,70;30561
2019;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;198;3,11;1194;18,78;63592
2019;C02AC02 Guanfacin;Dalarnas län;Män;0­19;101;3,04;679;20,43;33230
2019;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;49;1,57;229;7,35;31158
2019;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;150;2,33;908;14,10;64388
2019;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;143;4,37;990;30,26;32717
2019;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;46;1,50;334;10,88;30696
2019;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;189;2,98;1324;20,88;63413
2019;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;69;2,45;379;13,44;28203
2019;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;23;0,87;143;5,41;26417
2019;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;92;1,68;522;9,56;54620
2019;C02AC02 Guanfacin;Jämtlands län;Män;0­19;72;4,80;434;28,92;15007
2019;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;38;2,72;197;14,08;13992
2019;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;110;3,79;631;21,76;28999
2019;C02AC02 Guanfacin;Västerbottens län;Män;0­19;87;2,80;528;16,99;31079
2019;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;26;0,90;160;5,52;28961
2019;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;113;1,88;688;11,46;60040
2019;C02AC02 Guanfacin;Norrbottens län;Män;0­19;135;4,97;815;30,01;27159
2019;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;69;2,75;325;12,96;25075
2019;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;204;3,91;1140;21,82;52234
2019;N06BA02 Dexamfetamin;Riket;Män;0­19;697;0,57;1761;1,43;1230017
2019;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;384;0,33;872;0,76;1149225
2019;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;1081;0,45;2633;1,11;2379242
2019;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;196;0,67;409;1,41;291032
2019;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;135;0,49;300;1,10;272769
2019;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;331;0,59;709;1,26;563801
2019;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;51;1,13;103;2,27;45303
2019;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;21;0,49;45;1,06;42457
2019;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;72;0,82;148;1,69;87760
2019;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;33;0,90;76;2,07;36764
2019;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;16;0,47;29;0,85;34116
2019;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;49;0,69;105;1,48;70880
2019;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;11;0,20;22;0,40;54969
2019;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;10;0,20;20;0,39;51203
2019;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;21;0,20;42;0,40;106172
2019;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;12;0,27;29;0,65;44949
2019;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;3;0,07;14;0,33;42063
2019;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;15;0,17;43;0,49;87012
2019;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;12;0,48;40;1,62;24754
2019;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;4;0,17;29;1,26;23083
2019;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;16;0,33;69;1,44;47837
2019;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;7;0,25;11;0,40;27847
2019;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;7;0,27;22;0,85;25895
2019;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;14;0,26;33;0,61;53742
2019;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;3;0,47;4;0,63;6387
2019;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;3;0,51;5;0,85;5898
2019;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;6;0,49;9;0,73;12285
2019;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;22;1,17;62;3,30;18771
2019;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;6;0,35;12;0,70;17257
2019;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;28;0,78;74;2,05;36028
2019;N06BA02 Dexamfetamin;Skåne län;Män;0­19;63;0,38;188;1,13;166498
2019;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;26;0,17;62;0,40;155691
2019;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;89;0,28;250;0,78;322189
2019;N06BA02 Dexamfetamin;Hallands län;Män;0­19;46;1,13;114;2,80;40776
2019;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;20;0,53;51;1,34;37969
2019;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;66;0,84;165;2,10;78745
2019;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;85;0,42;247;1,21;203985
2019;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;50;0,26;95;0,50;190645
2019;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;135;0,34;342;0,87;394630
2019;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;14;0,45;26;0,83;31396
2019;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;5;0,17;5;0,17;29377
2019;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;19;0,31;31;0,51;60773
2019;N06BA02 Dexamfetamin;Örebro län;Män;0­19;10;0,28;21;0,58;36160
2019;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;6;0,18;15;0,44;33942
2019;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;16;0,23;36;0,51;70102
2019;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;17;0,51;36;1,09;33031
2019;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;16;0,52;37;1,21;30561
2019;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;33;0,52;73;1,15;63592
2019;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;18;0,54;51;1,53;33230
2019;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;9;0,29;10;0,32;31158
2019;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;27;0,42;61;0,95;64388
2019;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;33;1,01;111;3,39;32717
2019;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;15;0,49;48;1,56;30696
2019;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;48;0,76;159;2,51;63413
2019;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;8;0,28;36;1,28;28203
2019;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;6;0,23;9;0,34;26417
2019;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;14;0,26;45;0,82;54620
2019;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;7;0,47;24;1,60;15007
2019;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;7;0,50;7;0,50;13992
2019;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;14;0,48;31;1,07;28999
2019;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;41;1,32;117;3,76;31079
2019;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;18;0,62;49;1,69;28961
2019;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;59;0,98;166;2,76;60040
2019;N06BA02 Dexamfetamin;Norrbottens län;Män;0­19;6;0,22;27;0,99;27159
2019;N06BA02 Dexamfetamin;Norrbottens län;Kvinnor;0­19;2;0,08;4;0,16;25075
2019;N06BA02 Dexamfetamin;Norrbottens län;Båda könen;0­19;8;0,15;31;0,59;52234
2019;N06BA04 Metylfenidat;Riket;Män;0­19;28215;22,94;169883;138,11;1230017
2019;N06BA04 Metylfenidat;Riket;Kvinnor;0­19;13466;11,72;73789;64,21;1149225
2019;N06BA04 Metylfenidat;Riket;Båda könen;0­19;41681;17,52;243672;102,42;2379242
2019;N06BA04 Metylfenidat;Stockholms län;Män;0­19;8127;27,92;46803;160,82;291032
2019;N06BA04 Metylfenidat;Stockholms län;Kvinnor;0­19;4124;15,12;21636;79,32;272769
2019;N06BA04 Metylfenidat;Stockholms län;Båda könen;0­19;12251;21,73;68439;121,39;563801
2019;N06BA04 Metylfenidat;Uppsala län;Män;0­19;1162;25,65;6802;150,14;45303
2019;N06BA04 Metylfenidat;Uppsala län;Kvinnor;0­19;523;12,32;2847;67,06;42457
2019;N06BA04 Metylfenidat;Uppsala län;Båda könen;0­19;1685;19,20;9649;109,95;87760
2019;N06BA04 Metylfenidat;Södermanlands län;Män;0­19;830;22,58;4730;128,66;36764
2019;N06BA04 Metylfenidat;Södermanlands län;Kvinnor;0­19;387;11,34;1885;55,25;34116
2019;N06BA04 Metylfenidat;Södermanlands län;Båda könen;0­19;1217;17,17;6615;93,33;70880
2019;N06BA04 Metylfenidat;Östergötlands län;Män;0­19;1110;20,19;6666;121,27;54969
2019;N06BA04 Metylfenidat;Östergötlands län;Kvinnor;0­19;433;8,46;2463;48,10;51203
2019;N06BA04 Metylfenidat;Östergötlands län;Båda könen;0­19;1543;14,53;9129;85,98;106172
2019;N06BA04 Metylfenidat;Jönköpings län;Män;0­19;576;12,81;3413;75,93;44949
2019;N06BA04 Metylfenidat;Jönköpings län;Kvinnor;0­19;230;5,47;1274;30,29;42063
2019;N06BA04 Metylfenidat;Jönköpings län;Båda könen;0­19;806;9,26;4687;53,87;87012
2019;N06BA04 Metylfenidat;Kronobergs län;Män;0­19;435;17,57;3037;122,69;24754
2019;N06BA04 Metylfenidat;Kronobergs län;Kvinnor;0­19;172;7,45;1044;45,23;23083
2019;N06BA04 Metylfenidat;Kronobergs län;Båda könen;0­19;607;12,69;4081;85,31;47837
2019;N06BA04 Metylfenidat;Kalmar län;Män;0­19;428;15,37;2641;94,84;27847
2019;N06BA04 Metylfenidat;Kalmar län;Kvinnor;0­19;180;6,95;1117;43,14;25895
2019;N06BA04 Metylfenidat;Kalmar län;Båda könen;0­19;608;11,31;3758;69,93;53742
2019;N06BA04 Metylfenidat;Gotlands län;Män;0­19;234;36,64;1169;183,03;6387
2019;N06BA04 Metylfenidat;Gotlands län;Kvinnor;0­19;133;22,55;653;110,72;5898
2019;N06BA04 Metylfenidat;Gotlands län;Båda könen;0­19;367;29,87;1822;148,31;12285
2019;N06BA04 Metylfenidat;Blekinge län;Män;0­19;375;19,98;2235;119,07;18771
2019;N06BA04 Metylfenidat;Blekinge län;Kvinnor;0­19;188;10,89;1003;58,12;17257
2019;N06BA04 Metylfenidat;Blekinge län;Båda könen;0­19;563;15,63;3238;89,87;36028
2019;N06BA04 Metylfenidat;Skåne län;Män;0­19;3257;19,56;18560;111,47;166498
2019;N06BA04 Metylfenidat;Skåne län;Kvinnor;0­19;1469;9,44;7735;49,68;155691
2019;N06BA04 Metylfenidat;Skåne län;Båda könen;0­19;4726;14,67;26295;81,61;322189
2019;N06BA04 Metylfenidat;Hallands län;Män;0­19;1388;34,04;8364;205,12;40776
2019;N06BA04 Metylfenidat;Hallands län;Kvinnor;0­19;703;18,52;3705;97,58;37969
2019;N06BA04 Metylfenidat;Hallands län;Båda könen;0­19;2091;26,55;12069;153,27;78745
2019;N06BA04 Metylfenidat;Västra Götalands län;Män;0­19;4017;19,69;24796;121,56;203985
2019;N06BA04 Metylfenidat;Västra Götalands län;Kvinnor;0­19;1766;9,26;9997;52,44;190645
2019;N06BA04 Metylfenidat;Västra Götalands län;Båda könen;0­19;5783;14,65;34793;88,17;394630
2019;N06BA04 Metylfenidat;Värmlands län;Män;0­19;809;25,77;5179;164,96;31396
2019;N06BA04 Metylfenidat;Värmlands län;Kvinnor;0­19;440;14,98;2484;84,56;29377
2019;N06BA04 Metylfenidat;Värmlands län;Båda könen;0­19;1249;20,55;7663;126,09;60773
2019;N06BA04 Metylfenidat;Örebro län;Män;0­19;565;15,62;3746;103,60;36160
2019;N06BA04 Metylfenidat;Örebro län;Kvinnor;0­19;266;7,84;1573;46,34;33942
2019;N06BA04 Metylfenidat;Örebro län;Båda könen;0­19;831;11,85;5319;75,88;70102
2019;N06BA04 Metylfenidat;Västmanlands län;Män;0­19;745;22,55;4275;129,42;33031
2019;N06BA04 Metylfenidat;Västmanlands län;Kvinnor;0­19;418;13,68;2094;68,52;30561
2019;N06BA04 Metylfenidat;Västmanlands län;Båda könen;0­19;1163;18,29;6369;100,15;63592
2019;N06BA04 Metylfenidat;Dalarnas län;Män;0­19;897;26,99;5351;161,03;33230
2019;N06BA04 Metylfenidat;Dalarnas län;Kvinnor;0­19;500;16,05;2678;85,95;31158
2019;N06BA04 Metylfenidat;Dalarnas län;Båda könen;0­19;1397;21,70;8029;124,70;64388
2019;N06BA04 Metylfenidat;Gävleborgs län;Män;0­19;1079;32,98;7365;225,11;32717
2019;N06BA04 Metylfenidat;Gävleborgs län;Kvinnor;0­19;547;17,82;3364;109,59;30696
2019;N06BA04 Metylfenidat;Gävleborgs län;Båda könen;0­19;1626;25,64;10729;169,19;63413
2019;N06BA04 Metylfenidat;Västernorrlands län;Män;0­19;597;21,17;3633;128,82;28203
2019;N06BA04 Metylfenidat;Västernorrlands län;Kvinnor;0­19;230;8,71;1284;48,61;26417
2019;N06BA04 Metylfenidat;Västernorrlands län;Båda könen;0­19;827;15,14;4917;90,02;54620
2019;N06BA04 Metylfenidat;Jämtlands län;Män;0­19;236;15,73;1304;86,89;15007
2019;N06BA04 Metylfenidat;Jämtlands län;Kvinnor;0­19;113;8,08;551;39,38;13992
2019;N06BA04 Metylfenidat;Jämtlands län;Båda könen;0­19;349;12,03;1855;63,97;28999
2019;N06BA04 Metylfenidat;Västerbottens län;Män;0­19;812;26,13;5176;166,54;31079
2019;N06BA04 Metylfenidat;Västerbottens län;Kvinnor;0­19;386;13,33;2150;74,24;28961
2019;N06BA04 Metylfenidat;Västerbottens län;Båda könen;0­19;1198;19,95;7326;122,02;60040
2019;N06BA04 Metylfenidat;Norrbottens län;Män;0­19;570;20,99;3584;131,96;27159
2019;N06BA04 Metylfenidat;Norrbottens län;Kvinnor;0­19;295;11,76;1846;73,62;25075
2019;N06BA04 Metylfenidat;Norrbottens län;Båda könen;0­19;865;16,56;5430;103,96;52234
2019;N06BA09 Atomoxetin;Riket;Män;0­19;5458;4,44;34916;28,39;1230017
2019;N06BA09 Atomoxetin;Riket;Kvinnor;0­19;2508;2,18;14601;12,71;1149225
2019;N06BA09 Atomoxetin;Riket;Båda könen;0­19;7966;3,35;49517;20,81;2379242
2019;N06BA09 Atomoxetin;Stockholms län;Män;0­19;1489;5,12;9504;32,66;291032
2019;N06BA09 Atomoxetin;Stockholms län;Kvinnor;0­19;737;2,70;4183;15,34;272769
2019;N06BA09 Atomoxetin;Stockholms län;Båda könen;0­19;2226;3,95;13687;24,28;563801
2019;N06BA09 Atomoxetin;Uppsala län;Män;0­19;193;4,26;1124;24,81;45303
2019;N06BA09 Atomoxetin;Uppsala län;Kvinnor;0­19;78;1,84;434;10,22;42457
2019;N06BA09 Atomoxetin;Uppsala län;Båda könen;0­19;271;3,09;1558;17,75;87760
2019;N06BA09 Atomoxetin;Södermanlands län;Män;0­19;237;6,45;1508;41,02;36764
2019;N06BA09 Atomoxetin;Södermanlands län;Kvinnor;0­19;104;3,05;593;17,38;34116
2019;N06BA09 Atomoxetin;Södermanlands län;Båda könen;0­19;341;4,81;2101;29,64;70880
2019;N06BA09 Atomoxetin;Östergötlands län;Män;0­19;251;4,57;1554;28,27;54969
2019;N06BA09 Atomoxetin;Östergötlands län;Kvinnor;0­19;93;1,82;609;11,89;51203
2019;N06BA09 Atomoxetin;Östergötlands län;Båda könen;0­19;344;3,24;2163;20,37;106172
2019;N06BA09 Atomoxetin;Jönköpings län;Män;0­19;119;2,65;896;19,93;44949
